customerID,gender,SeniorCitizen,Age,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,Churn
CUST-00314,Female,0,56,Yes,Yes,2,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Mailed Check,105.07,217.65,2,3,No
CUST-00315,Female,0,21,Yes,Yes,13,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,96.21,1304.17,1,5,No
CUST-00316,Female,0,50,Yes,Yes,7,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,106.31,713.84,0,5,No
CUST-00317,Male,0,30,No,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,54.65,1573.23,2,3,No
CUST-00318,Male,0,37,Yes,Yes,11,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer,92.17,1011.44,3,5,No
CUST-00319,Male,0,24,Yes,No,33,Yes,No,DSL,No,No,No,No,Yes,Yes,One Year,No,Bank Transfer,76.29,2539.75,0,5,No
CUST-00320,Male,0,32,Yes,Yes,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,81.67,729.58,3,4,No
CUST-00321,Female,0,40,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,No,Two Year,No,Credit Card,49.31,581.45,0,5,No
CUST-00322,Female,0,31,No,Yes,11,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,22.59,251.99,1,5,No
CUST-00323,Female,1,83,No,No,8,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,87.99,668.87,3,4,No
CUST-00324,Male,0,36,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,71.04,1561.67,3,3,No
CUST-00325,Female,1,84,Yes,No,19,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,18,332.84,0,4,No
CUST-00326,Female,0,37,No,No,49,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,25.75,1314.38,4,3,No
CUST-00327,Female,0,46,No,No,5,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,85.29,409.78,0,5,No
CUST-00328,Female,0,41,Yes,Yes,30,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,84.77,2476.49,2,4,Yes
CUST-00329,Male,0,35,Yes,No,22,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,92.94,1990.47,8,4,No
CUST-00330,Male,0,27,Yes,Yes,16,Yes,No,DSL,No,No,No,No,No,Yes,One Year,Yes,Electronic Check,69.01,1158.94,1,4,No
CUST-00331,Male,0,58,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,85,1615.78,1,5,Yes
CUST-00332,Female,0,25,Yes,No,52,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,One Year,Yes,Mailed Check,81.67,4306.14,1,5,No
CUST-00333,Male,0,43,No,No,12,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer,67.26,836.96,4,3,No
CUST-00334,Male,1,66,No,No,55,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,52.69,2947.87,0,5,No
CUST-00335,Male,1,66,No,No,18,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,101.46,1801.21,6,2,Yes
CUST-00336,Male,0,34,Yes,No,50,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,18,941.25,1,3,No
CUST-00337,Female,0,19,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,49.13,561.7,0,5,No
CUST-00338,Female,0,23,Yes,Yes,15,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Two Year,No,Mailed Check,89.57,1334.68,1,2,Yes
CUST-00339,Male,0,22,Yes,Yes,59,No,No Phone Service,DSL,No,No,No,No,Yes,No,Two Year,No,Credit Card,39.24,2332.14,0,5,No
CUST-00340,Male,0,45,No,No,52,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,75.02,4083.42,2,4,No
CUST-00341,Male,0,58,No,No,45,Yes,Yes,DSL,No,No,Yes,No,No,No,One Year,No,Electronic Check,56,2641.61,2,3,No
CUST-00342,Male,0,22,No,No,6,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,27.16,162.14,1,5,No
CUST-00343,Male,1,76,No,No,31,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,18,577.38,1,5,No
CUST-00344,Male,0,43,Yes,Yes,15,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,No,Electronic Check,88.08,1295.04,2,5,No
CUST-00345,Male,0,37,Yes,No,69,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer,79.86,5439.7,1,4,No
CUST-00346,Female,0,58,Yes,Yes,50,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Electronic Check,104.36,5043.1,1,5,No
CUST-00347,Female,0,44,No,No,16,Yes,No,DSL,No,No,Yes,No,No,No,Two Year,Yes,Mailed Check,63.98,993.91,2,5,No
CUST-00348,Male,0,29,No,No,15,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,One Year,Yes,Electronic Check,98.24,1496.72,2,5,No
CUST-00349,Male,1,77,No,No,18,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,70.2,1264.96,3,5,No
CUST-00350,Female,0,20,Yes,Yes,67,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,82.92,5406.27,1,5,Yes
CUST-00351,Female,1,67,Yes,Yes,36,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,99.89,3561.13,1,3,No
CUST-00352,Female,0,51,No,Yes,9,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,No,Credit Card,81.01,719.84,3,1,Yes
CUST-00353,Female,0,42,Yes,No,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,24.28,203.71,2,5,No
CUST-00354,Male,0,52,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,No,One Year,No,Mailed Check,64.94,201.71,4,4,Yes
CUST-00355,Male,0,33,No,No,22,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,101.57,2209.51,4,3,No
CUST-00356,Female,1,77,No,No,8,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Credit Card,71.37,594.59,4,2,Yes
CUST-00357,Male,1,84,Yes,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,One Year,Yes,Credit Card,66.63,4721.87,0,5,No
CUST-00358,Female,0,27,Yes,Yes,34,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,82.04,2836.19,2,3,No
CUST-00359,Female,0,55,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One Year,No,Electronic Check,105.33,2976.62,4,3,No
CUST-00360,Female,0,39,Yes,No,51,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,18,907.93,2,3,No
CUST-00361,Male,1,81,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,No,Electronic Check,55.28,1800.78,2,5,No
CUST-00362,Female,0,60,No,No,21,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Transfer,89.1,1832.92,2,3,No
CUST-00363,Male,0,56,No,No,17,No,No Phone Service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,49.46,821.17,2,4,No
CUST-00364,Female,0,44,Yes,No,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,18,453.34,1,4,No
CUST-00365,Female,0,46,Yes,Yes,60,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,35.36,2223.28,1,5,No
CUST-00366,Male,0,64,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,105.38,5558.96,1,5,Yes
CUST-00367,Female,0,55,Yes,Yes,50,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,85.6,4467.31,1,5,No
CUST-00368,Female,1,71,No,No,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Electronic Check,44.3,1660.88,6,1,Yes
CUST-00369,Male,0,44,Yes,Yes,10,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,111.25,1085.11,1,4,No
CUST-00370,Male,0,58,Yes,No,66,No,No Phone Service,DSL,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,71.53,4674.63,3,4,No
CUST-00371,Male,1,75,Yes,No,66,No,No Phone Service,DSL,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Transfer,59.32,3971.22,0,4,No
CUST-00372,Male,0,61,No,No,38,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,68.65,2613.41,2,3,No
CUST-00373,Male,1,73,No,No,22,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Two Year,No,Mailed Check,108.34,2287.18,2,4,No
CUST-00374,Female,0,37,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One Year,Yes,Electronic Check,73.11,3912.69,1,5,No
CUST-00375,Male,0,52,No,No,70,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer,23.98,1721.01,3,1,No
CUST-00376,Male,1,73,No,No,68,No,No Phone Service,DSL,Yes,No,No,No,Yes,No,Month-to-Month,No,Electronic Check,43.02,2907.13,0,4,No
CUST-00377,Female,0,19,No,No,21,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,62.81,1334.6,0,5,Yes
CUST-00378,Male,0,47,Yes,Yes,28,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,One Year,No,Electronic Check,81.11,2177.41,1,5,No
CUST-00379,Female,0,51,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,64.73,,0,2,Yes
CUST-00380,Male,0,39,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Electronic Check,92.55,482.69,4,2,No
CUST-00381,Male,0,20,No,No,45,No,No Phone Service,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,60.58,2834.22,2,4,No
CUST-00382,Female,0,23,No,No,36,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,No,Electronic Check,85.98,3044.94,4,2,No
CUST-00383,Female,1,75,No,No,44,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,66.44,2932.53,1,5,Yes
CUST-00384,Female,0,44,Yes,No,61,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Electronic Check,120,7464.48,5,3,No
CUST-00385,Female,0,27,No,No,46,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,Yes,Mailed Check,89.46,4049.32,1,5,No
CUST-00386,Female,0,26,No,No,25,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,33.65,804.65,1,5,No
CUST-00387,Male,0,50,No,No,44,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Transfer,98.17,4321.83,0,4,No
CUST-00388,Male,0,49,Yes,Yes,18,Yes,No,Fiber Optic,Yes,No,No,No,No,No,One Year,No,Bank Transfer,80.25,1459.18,2,3,No
CUST-00389,Female,1,77,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two Year,Yes,Electronic Check,74.1,211.31,5,3,No
CUST-00390,Female,0,58,No,No,19,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,19.25,350.96,2,4,No
CUST-00391,Female,0,53,Yes,Yes,21,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,One Year,Yes,Electronic Check,95.49,1946.59,4,2,No
CUST-00392,Male,0,19,No,No,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,53.9,2017.08,3,3,No
CUST-00393,Male,0,46,No,No,31,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,38.03,1183.77,0,4,No
CUST-00394,Female,0,21,No,No,2,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,76.86,150.55,2,3,Yes
CUST-00395,Male,0,18,Yes,Yes,22,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,Yes,Mailed Check,76.96,1655.23,4,3,No
CUST-00396,Female,0,36,Yes,No,61,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,One Year,Yes,Credit Card,107.58,6804.76,3,4,No
CUST-00397,Female,0,43,No,Yes,68,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,28.49,1868.55,1,5,No
CUST-00398,Male,0,42,Yes,Yes,50,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,One Year,Yes,Mailed Check,86.39,4317.54,1,4,Yes
CUST-00399,Female,0,27,No,Yes,26,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,No,Electronic Check,94.66,2572.61,3,3,No
CUST-00400,Female,0,32,No,No,26,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-Month,No,Bank Transfer,56.5,1487.36,0,4,No
CUST-00401,Male,0,39,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,62.58,511.51,1,3,No
CUST-00402,Female,0,38,Yes,Yes,48,No,No Phone Service,Fiber Optic,Yes,No,No,No,No,No,One Year,No,Mailed Check,60.6,2888.8,1,4,No
CUST-00403,Female,0,39,No,No,16,No,No Phone Service,DSL,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,49.71,757.18,0,4,No
CUST-00404,Female,0,53,Yes,No,56,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,77.45,4400.58,2,4,No
CUST-00405,Male,0,51,Yes,No,4,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,113.91,461.65,5,3,No
CUST-00406,Female,0,47,Yes,No,49,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One Year,No,Mailed Check,88.87,4184.99,4,2,No
CUST-00407,Male,1,79,Yes,No,23,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer,18,412.43,3,5,No
CUST-00408,Male,0,62,No,No,42,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Transfer,77.28,3380.57,0,5,No
CUST-00409,Female,0,45,No,No,4,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,24.59,95.46,2,5,No
CUST-00410,Male,1,84,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,66.98,133.44,2,5,No
CUST-00411,Male,0,62,No,No,28,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,99.72,2781.3,3,4,Yes
CUST-00412,Female,0,21,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,No,Electronic Check,64.3,265.19,1,5,Yes
CUST-00413,Female,0,24,No,No,12,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Transfer,103.05,1276.74,1,3,No
CUST-00414,Female,0,26,No,No,37,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,18,683.27,1,5,No
CUST-00415,Female,0,53,No,Yes,3,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,23.65,70,1,5,No
CUST-00416,Male,1,68,Yes,No,50,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Bank Transfer,99.06,4741.03,3,4,Yes
CUST-00417,Male,0,18,No,No,4,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,Yes,Credit Card,95.59,376.6,3,4,No
CUST-00418,Male,0,27,Yes,No,41,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-Month,No,Credit Card,94.96,3963.36,1,5,No
CUST-00419,Female,0,53,No,No,28,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,82.27,2350.26,2,4,No
CUST-00420,Female,1,79,Yes,Yes,50,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,107.26,5612.38,3,3,No
CUST-00421,Female,0,62,No,No,9,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,98.04,878.27,1,5,No
CUST-00422,Female,0,63,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One Year,Yes,Mailed Check,81.62,744.31,1,5,No
CUST-00423,Male,0,59,No,No,49,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.95,3982.1,0,5,No
CUST-00424,Male,0,49,Yes,No,26,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,18,451.65,1,5,No
CUST-00425,Male,1,76,No,Yes,47,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer,18.63,872.21,1,2,No
CUST-00426,Female,1,83,Yes,Yes,72,No,No Phone Service,DSL,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Transfer,49.32,3566.96,3,5,No
CUST-00427,Male,0,55,No,No,9,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,18,169.3,1,4,Yes
CUST-00428,Female,1,73,Yes,No,60,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,77.6,4593.86,4,4,No
CUST-00429,Male,0,27,Yes,No,16,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,94.32,1581.57,1,4,Yes
CUST-00430,Male,1,66,No,No,52,Yes,Yes,DSL,No,No,No,No,No,No,One Year,No,Mailed Check,54.2,2830.32,0,5,No
CUST-00431,Male,0,52,Yes,No,22,No,No Phone Service,DSL,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Credit Card,67.89,1455.12,0,5,No
CUST-00432,Female,0,38,Yes,No,22,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,59.36,1265.65,2,4,No
CUST-00433,Female,0,42,Yes,No,48,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,29.53,1366.65,1,5,Yes
CUST-00434,Male,0,45,Yes,No,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,25.69,843.78,1,5,No
CUST-00435,Male,0,64,No,No,49,Yes,No,DSL,No,No,No,No,No,Yes,One Year,No,Credit Card,53.75,2507.84,1,5,Yes
CUST-00436,Female,0,32,No,No,50,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,Bank Transfer,90.6,4505.11,1,4,No
CUST-00437,Male,0,21,Yes,No,33,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Transfer,88.53,3064.18,1,5,Yes
CUST-00438,Female,0,46,Yes,Yes,64,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,93.69,6098.16,1,4,No
CUST-00439,Female,0,26,Yes,No,68,Yes,No,DSL,No,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,56.7,3955.76,3,4,Yes
CUST-00440,Male,0,44,Yes,No,44,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,76.38,3232.68,2,1,Yes
CUST-00441,Male,1,73,No,No,34,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,63.84,2164.72,3,4,Yes
CUST-00442,Female,0,36,No,Yes,67,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Electronic Check,81.92,5371.31,1,4,No
CUST-00443,Male,0,45,Yes,No,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Two Year,No,Electronic Check,82.66,343.67,3,3,No
CUST-00444,Male,0,34,Yes,No,30,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,82.99,2410.35,1,5,Yes
CUST-00445,Female,1,70,Yes,Yes,13,No,No Phone Service,DSL,No,No,No,No,No,No,One Year,Yes,Credit Card,30.66,396.94,1,5,No
CUST-00446,Female,0,58,No,No,1,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,78.02,,1,5,No
CUST-00447,Female,0,59,No,No,41,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,One Year,No,Credit Card,107.96,4432.58,1,5,No
CUST-00448,Female,0,37,Yes,No,13,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,66.94,898.96,3,4,No
CUST-00449,Male,1,80,Yes,No,23,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Bank Transfer,111.63,2498.54,0,5,No
CUST-00450,Male,0,57,No,No,37,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,28.61,1045.59,0,4,No
CUST-00451,Female,0,56,No,No,14,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Electronic Check,74.03,1066.69,1,2,Yes
CUST-00452,Female,0,40,Yes,No,3,Yes,Yes,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Bank Transfer,72.72,218.77,1,4,No
CUST-00453,Male,1,73,Yes,Yes,38,Yes,No,DSL,No,No,No,No,Yes,No,One Year,Yes,Mailed Check,51.1,1922.79,1,5,No
CUST-00454,Female,0,49,Yes,No,16,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Transfer,64.49,983.29,2,3,No
CUST-00455,Male,0,64,No,No,20,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,111.9,2294.71,5,3,No
CUST-00456,Male,1,75,Yes,Yes,48,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Two Year,Yes,Mailed Check,112.4,5649.95,5,2,No
CUST-00457,Male,0,63,Yes,Yes,21,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,24.57,522.18,1,4,No
CUST-00458,Male,0,22,No,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two Year,Yes,Electronic Check,58.46,2966.67,0,3,No
CUST-00459,Male,0,60,Yes,No,20,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,One Year,Yes,Electronic Check,93.61,1875.36,1,5,Yes
CUST-00460,Male,0,51,No,No,60,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic Check,74.79,4366.99,4,3,No
CUST-00461,Male,0,57,Yes,No,59,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Credit Card,73.71,4137.73,1,5,No
CUST-00462,Female,0,28,Yes,No,54,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,120,6579.4,1,5,No
CUST-00463,Female,0,20,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Electronic Check,102.38,511.55,1,5,No
CUST-00464,Female,0,50,Yes,No,60,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,35.06,2162.94,0,5,No
CUST-00465,Female,1,68,No,No,8,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer,109.9,896.32,3,4,No
CUST-00466,Male,0,33,No,No,20,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,19.84,416.16,4,3,Yes
CUST-00467,Male,1,77,Yes,No,21,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,87.16,1832.25,4,2,No
CUST-00468,Female,0,47,No,No,11,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,No,Bank Transfer,81.43,889.21,1,5,No
CUST-00469,Male,1,70,Yes,Yes,30,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,No,Electronic Check,89.32,2622.45,5,1,Yes
CUST-00470,Female,0,35,No,No,49,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Electronic Check,106.12,5187.85,2,2,No
CUST-00471,Male,0,55,Yes,Yes,12,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,28,348.53,2,4,No
CUST-00472,Female,0,36,No,Yes,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,54.31,881.02,2,4,No
CUST-00473,Male,1,67,Yes,Yes,16,No,No Phone Service,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer,66.09,1107.98,4,1,Yes
